doi,year,Physics,Chemistry,Biology,Geology,Surface,Deep ocean,Beach/Coast,Estuary/Lagoon/Mangrove,Sediment/Benthic,General marine,Diagnosis,Mitigation,Adaptation,journal,volume,issue,pages
10.3390/molecules28124634,2023,True,True,True,True,True,False,True,False,True,False,True,False,False,MOLECULES,28,12,
10.3390/su15129836,2023,False,True,True,False,True,False,False,False,False,False,True,True,False,SUSTAINABILITY,15,12,
10.3390/w15122229,2022,False,False,False,True,False,False,False,False,True,True,True,False,False,WATER,15,12,
10.1007/s11270-023-06384-8,2023,False,False,True,False,False,True,True,False,False,True,True,False,True,WATER AIR AND SOIL POLLUTION,234,6,
,2022,False,False,False,False,False,False,True,False,False,True,True,False,False,RESEARCH IN MARINE SCIENCES,8,2,173
10.1007/s42768-023-00134-6,2022,True,False,True,True,False,False,True,True,True,True,True,False,False,WASTE DISPOSAL & SUSTAINABLE ENERGY,5,2,205
10.3390/jcs7060248,2023,False,False,True,False,False,False,False,False,False,False,True,True,False,JOURNAL OF COMPOSITES SCIENCE,7,6,
10.3390/polym15122673,2023,False,True,True,False,False,False,True,False,False,True,True,False,False,POLYMERS,15,12,
10.1029/2021RG000763,2023,False,True,True,False,True,False,False,False,False,False,True,False,False,REVIEWS OF GEOPHYSICS,61,2,
10.13227/j.hjkx.202208121,2023,True,False,True,False,False,False,False,False,False,True,True,True,False,Huan jing ke xue= Huanjing kexue,44,6,3309
10.3390/toxics11060539,2022,True,True,False,False,True,True,False,False,False,True,True,False,False,TOXICS,11,6,
10.3390/biology12060767,2022,True,False,False,False,False,False,False,False,False,False,False,True,False,BIOLOGY-BASEL,12,6,
10.1007/s11356-023-27315-4,2022,False,True,False,True,False,True,True,False,True,True,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,27,70065
10.1016/j.polar.2023.100946,2022,False,False,False,True,False,False,False,False,True,True,True,False,False,POLAR SCIENCE,36,,
10.3390/metabo13060739,2023,True,True,True,False,False,False,False,False,False,False,True,False,False,METABOLITES,13,6,
10.2306/scienceasia1513-1874.2023.030,2022,True,True,True,False,False,False,True,False,False,False,True,False,False,SCIENCEASIA,49,3,445
10.1016/j.hazadv.2023.100326,2023,False,True,False,False,False,False,True,False,False,True,True,False,False,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,10,,
10.14770/jgsk.2023.023,2023,False,False,True,False,False,False,True,False,False,True,False,False,False,JOURNAL OF THE GEOLOGICAL SOCIETY OF KOREA,59,2,365
10.3390/ijms241210326,2023,False,True,False,True,False,False,True,False,True,True,True,True,False,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,24,12,
10.1016/j.marpol.2023.105695,2023,False,False,True,False,False,False,False,False,False,True,True,False,False,MARINE POLICY,154,,
10.3390/resources12060067,2023,False,False,True,False,True,False,False,True,False,True,True,False,False,RESOURCES-BASEL,12,6,
10.1016/j.heha.2023.100055,2023,True,True,False,False,False,False,False,False,False,False,True,False,False,HYGIENE AND ENVIRONMENTAL HEALTH ADVANCES,6,,
10.3390/microplastics2020014,2022,False,True,True,True,False,False,False,False,True,True,True,False,False,MICROPLASTICS,2,2,182
10.3390/microplastics2020016,2022,True,True,True,False,False,False,False,False,False,False,False,False,False,MICROPLASTICS,2,2,202
10.1007/s11783-023-1666-4,2022,False,False,False,True,True,False,False,False,True,False,True,True,False,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,17,6,
10.4491/eer.2021.612,2022,False,False,False,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTAL ENGINEERING RESEARCH,28,3,
10.1016/j.envint.2023.107988,2022,False,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENT INTERNATIONAL,177,,
10.1016/j.scitotenv.2023.164369,2023,False,False,True,False,False,False,False,False,False,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,891,,
10.1007/s11356-023-27651-5,2022,True,False,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,31,77453
10.1021/acs.est.2c07209,2023,False,False,False,False,False,False,False,False,False,True,False,True,True,ENVIRONMENTAL SCIENCE & TECHNOLOGY,57,23,8476
10.1016/j.eti.2023.103211,2023,False,False,True,False,False,False,True,False,False,True,False,True,False,ENVIRONMENTAL TECHNOLOGY & INNOVATION,31,,
10.1016/j.scitotenv.2023.164297,2022,False,True,False,False,False,False,False,False,False,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,890,,
10.3390/ani13111810,2022,False,False,True,False,False,False,False,False,False,True,True,True,False,ANIMALS,13,11,
10.1016/j.envpol.2023.121861,2022,False,False,True,True,False,True,True,False,True,True,True,False,False,ENVIRONMENTAL POLLUTION,331,,
10.1016/j.marpolbul.2023.115087,2022,True,True,True,False,False,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,192,,
10.1007/s11356-023-28005-x,2022,False,False,True,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,31,77226
10.1016/j.envpol.2023.121834,2023,False,True,True,False,True,False,False,False,False,False,True,False,False,ENVIRONMENTAL POLLUTION,331,,
10.1016/j.jhazmat.2023.131695,2023,True,True,True,False,True,False,True,True,False,True,True,True,False,JOURNAL OF HAZARDOUS MATERIALS,457,,
10.1016/j.jhazmat.2023.131711,2023,False,False,False,True,True,False,False,False,True,False,True,True,False,JOURNAL OF HAZARDOUS MATERIALS,457,,
10.1016/j.marpolbul.2023.115052,2022,False,False,True,False,False,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.164075,2022,False,False,True,True,False,False,False,False,True,False,False,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,890,,
10.1111/jwas.12989,2022,False,True,True,False,False,False,True,True,False,True,True,True,False,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,54,5,1217
10.1007/s11356-023-27930-1,2022,True,False,False,True,False,False,True,False,True,True,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,31,76283
10.1007/s11356-023-27839-9,2023,False,True,False,False,True,False,True,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,31,76308
10.1016/j.marenvres.2023.106021,2023,False,True,True,True,False,False,True,False,True,True,True,True,False,MARINE ENVIRONMENTAL RESEARCH,188,,
10.3389/fmars.2023.1146556,2023,True,False,False,True,True,True,False,False,True,True,True,False,False,FRONTIERS IN MARINE SCIENCE,10,,
10.3389/fimmu.2023.1176982,2022,True,True,True,False,True,False,False,False,False,True,True,False,False,FRONTIERS IN IMMUNOLOGY,14,,
10.1016/j.envpol.2023.121828,2022,False,True,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL POLLUTION,331,,
10.1016/j.envres.2023.116198,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL RESEARCH,231,,
10.1016/j.scitotenv.2023.164171,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,890,,
10.1016/j.marpolbul.2023.115073,2023,True,True,False,False,False,False,False,False,False,True,False,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.164370,2023,True,False,True,False,False,False,False,False,False,True,True,False,True,SCIENCE OF THE TOTAL ENVIRONMENT,891,,
10.1016/j.scitotenv.2023.164318,2023,False,True,False,False,False,False,False,False,False,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,890,,
10.1016/j.scitotenv.2023.164037,2022,False,False,True,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,888,,
10.1016/j.jhazmat.2023.131647,2023,True,False,True,True,False,False,False,False,False,False,True,False,False,JOURNAL OF HAZARDOUS MATERIALS,456,,
10.1016/j.marpol.2023.105671,2023,True,True,True,True,True,True,True,False,True,True,True,True,False,MARINE POLICY,154,,
10.1016/j.japb.2023.01.008,2023,False,False,False,False,False,False,False,False,False,False,True,True,False,JOURNAL OF ASIA-PACIFIC BIODIVERSITY,16,2,255
10.1016/j.envres.2023.116188,2023,False,True,True,False,False,False,True,False,False,False,True,True,False,ENVIRONMENTAL RESEARCH,231,,
10.1016/j.gsd.2023.100962,2022,False,True,True,False,False,False,False,False,False,True,True,False,False,GROUNDWATER FOR SUSTAINABLE DEVELOPMENT,22,,
10.1016/j.marpolbul.2023.115079,2022,False,False,False,False,False,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.164224,2022,False,False,True,False,True,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,889,,
10.1016/j.scitotenv.2023.164160,2023,False,True,False,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,889,,
10.1080/23308249.2023.2216301,2023,True,True,True,False,False,False,False,True,False,False,True,False,False,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,,,
10.3390/ani13111736,2023,False,True,True,False,True,False,True,False,False,True,False,True,False,ANIMALS,13,11,
10.1016/j.marpolbul.2023.115086,2022,False,False,True,False,True,False,False,False,False,False,True,False,False,MARINE POLLUTION BULLETIN,192,,
10.3390/w15111987,2022,False,False,False,False,False,False,False,False,False,False,True,True,False,WATER,15,11,
10.1016/j.watres.2023.120113,2022,False,True,True,True,False,False,True,False,True,True,True,False,False,WATER RESEARCH,240,,
10.1016/j.etap.2023.104153,2022,False,False,False,False,False,False,False,False,False,True,False,True,False,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,100,,
10.1371/journal.pone.0284681,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,PLOS ONE,18,5,
10.1016/j.envpol.2023.121807,2023,False,False,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL POLLUTION,331,,
10.3390/molecules28114285,2023,False,True,True,True,False,False,False,False,False,True,True,True,False,MOLECULES,28,11,
10.1016/j.scitotenv.2023.164312,2023,False,True,True,True,False,False,False,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,889,,
10.3390/polym15112425,2022,True,True,True,True,True,False,False,False,True,False,True,False,False,POLYMERS,15,11,
10.1002/etc.5643,2022,False,True,False,False,False,False,True,False,False,True,False,False,False,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,42,7,1607
10.1016/j.heliyon.2023.e16452,2022,False,True,False,False,True,False,False,False,False,True,True,True,False,HELIYON,9,5,
10.3390/ani13101698,2022,False,True,False,False,False,False,False,False,False,True,True,True,False,ANIMALS,13,10,
10.1016/j.marpolbul.2023.115065,2022,False,False,True,False,False,False,False,False,True,False,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.marpolbul.2023.115040,2023,False,True,True,False,False,False,True,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.164173,2022,False,False,True,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,889,,
10.1016/j.jenvman.2023.118189,2023,False,True,False,False,False,False,False,False,False,True,False,True,False,JOURNAL OF ENVIRONMENTAL MANAGEMENT,342,,
10.1016/j.marpolbul.2023.115031,2022,False,False,False,True,False,False,True,False,True,True,False,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.marpolbul.2023.115058,2022,False,True,False,False,False,False,True,False,False,True,False,False,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.ecolind.2023.110368,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,ECOLOGICAL INDICATORS,152,,
10.3390/fishes8050268,2023,False,True,True,False,False,False,False,False,False,False,True,True,False,FISHES,8,5,
10.1016/j.marpolbul.2023.114980,2022,False,True,True,False,False,False,False,False,False,False,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.164164,2022,False,True,True,False,False,False,False,False,False,True,True,False,True,SCIENCE OF THE TOTAL ENVIRONMENT,887,,
10.1016/j.envpol.2023.121829,2023,False,True,True,False,False,False,False,False,False,True,False,True,False,ENVIRONMENTAL POLLUTION,330,,
10.1016/j.scitotenv.2023.164112,2022,False,False,True,False,False,False,False,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,887,,
10.1021/acs.est.3c01430,2023,True,True,False,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,57,21,8130
10.1016/j.tox.2023.153545,2023,False,True,True,True,True,False,True,False,True,True,True,False,False,TOXICOLOGY,492,,
10.1016/j.marpolbul.2023.115023,2022,True,True,True,False,False,False,False,False,False,True,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.jhazmat.2023.131583,2022,True,False,True,False,False,False,False,False,False,True,True,False,False,JOURNAL OF HAZARDOUS MATERIALS,455,,
10.1016/j.marpolbul.2023.114963,2022,True,True,False,True,False,True,True,True,True,False,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.marpolbul.2023.115057,2022,False,True,True,False,True,False,False,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.watres.2023.120018,2022,True,False,False,True,False,False,False,False,True,True,True,False,False,WATER RESEARCH,239,,
10.3390/jmse11051057,2022,False,True,False,True,False,False,False,False,True,False,True,False,True,JOURNAL OF MARINE SCIENCE AND ENGINEERING,11,5,
10.1007/s11356-023-27461-9,2022,True,False,False,True,False,False,False,False,True,True,True,True,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,29,73600
10.3389/fmars.2023.1213393,2022,False,True,False,False,False,False,True,False,False,True,True,False,False,FRONTIERS IN MARINE SCIENCE,10,,
10.1111/jfb.15426,2022,True,False,False,False,False,False,True,False,False,True,True,False,False,JOURNAL OF FISH BIOLOGY,103,1,194
10.1002/lno.12370,2022,False,True,True,False,False,False,False,False,False,True,False,False,False,LIMNOLOGY AND OCEANOGRAPHY,68,7,1595
10.1021/acs.estlett.3c00164,2022,False,False,True,False,False,False,False,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,10,6,513
10.1007/s40726-023-00262-x,2022,False,True,True,False,False,False,False,False,False,True,True,False,False,CURRENT POLLUTION REPORTS,9,2,312
10.1016/j.ecoenv.2023.115009,2022,False,True,False,False,True,False,False,False,False,False,True,True,False,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,259,,
10.1007/s10641-023-01423-z,2022,False,False,False,True,False,False,True,False,True,False,True,False,False,ENVIRONMENTAL BIOLOGY OF FISHES,106,6,1383
10.1016/j.envres.2023.115988,2022,True,False,False,True,False,False,False,False,True,False,True,True,False,ENVIRONMENTAL RESEARCH,231,,
10.3389/fmars.2023.1151523,2022,True,False,False,False,True,False,True,False,False,True,True,False,False,FRONTIERS IN MARINE SCIENCE,10,,
10.1016/j.aquatox.2023.106522,2022,True,True,True,True,False,False,False,True,True,True,True,False,False,AQUATIC TOXICOLOGY,259,,
10.1016/j.chemosphere.2023.138910,2022,True,False,True,False,False,True,False,False,False,True,True,True,False,CHEMOSPHERE,332,,
10.1016/j.scitotenv.2023.163976,2022,False,True,False,False,False,False,False,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,886,,
10.3389/fenvs.2023.1163075,2022,False,False,True,False,False,False,False,False,False,False,True,True,False,FRONTIERS IN ENVIRONMENTAL SCIENCE,11,,
10.3390/su15107895,2022,False,False,True,False,False,False,False,False,False,True,True,True,False,SUSTAINABILITY,15,10,
10.1016/j.etap.2023.104146,2022,False,False,True,False,False,True,True,False,False,True,True,False,False,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,100,,
10.1016/j.marpolbul.2023.115015,2022,True,True,True,True,False,True,True,False,True,True,True,True,False,MARINE POLLUTION BULLETIN,192,,
10.1016/j.marpolbul.2023.114951,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,MARINE POLLUTION BULLETIN,192,,
10.3389/fmars.2023.1162680,2022,True,True,True,False,True,False,True,False,False,True,True,True,False,FRONTIERS IN MARINE SCIENCE,10,,
10.3389/fmars.2023.1214718,2022,True,True,True,False,False,False,False,False,False,False,True,True,False,FRONTIERS IN MARINE SCIENCE,10,,
10.3389/fenvs.2023.1173946,2022,False,True,True,False,False,False,False,False,False,True,True,False,False,FRONTIERS IN ENVIRONMENTAL SCIENCE,11,,
10.1016/j.scitotenv.2023.163876,2022,False,False,True,False,False,True,False,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,885,,
10.1016/j.scitotenv.2023.163842,2022,True,False,True,False,False,False,True,False,False,True,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,885,,
10.1002/wene.480,2022,True,False,False,True,False,False,False,False,True,True,True,False,False,WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,12,5,
10.1016/j.marpolbul.2023.115004,2022,False,True,True,False,False,False,False,False,False,False,True,True,True,MARINE POLLUTION BULLETIN,192,,
10.1016/j.scitotenv.2023.163875,2022,False,False,True,True,False,False,False,True,True,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,885,,
10.1016/j.jaap.2023.105996,2022,False,True,False,False,True,False,True,False,False,True,False,True,False,JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,172,,
10.3390/jmse11050991,2022,False,True,False,True,False,False,False,True,True,False,True,True,False,JOURNAL OF MARINE SCIENCE AND ENGINEERING,11,5,
10.3390/jmse11050983,2022,False,False,True,False,False,False,False,False,False,True,True,False,False,JOURNAL OF MARINE SCIENCE AND ENGINEERING,11,5,
10.3390/environments10050081,2022,False,False,True,False,False,False,False,False,False,True,False,True,False,ENVIRONMENTS,10,5,
10.1016/j.chemosphere.2023.138794,2022,True,True,True,False,False,False,False,False,False,False,True,True,False,CHEMOSPHERE,331,,
10.1016/j.fsi.2023.108793,2022,True,False,False,False,False,False,False,False,False,True,False,False,False,FISH & SHELLFISH IMMUNOLOGY,137,,
10.1016/j.marpolbul.2023.114997,2022,True,False,True,False,False,False,False,True,False,False,False,False,False,MARINE POLLUTION BULLETIN,191,,
10.3390/toxics11050432,2022,True,False,True,True,True,True,True,False,True,True,True,True,False,TOXICS,11,5,
10.1016/j.trd.2023.103740,2022,False,True,False,False,False,False,False,False,False,True,True,True,False,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,119,,
10.1007/s13762-023-04946-1,2023,True,True,True,False,False,False,False,False,False,False,False,True,False,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,21,2,2085
10.1016/j.envpol.2023.121762,2023,False,False,False,True,False,False,False,False,True,False,True,True,False,ENVIRONMENTAL POLLUTION,330,,
10.1016/j.scitotenv.2023.163866,2023,False,True,True,False,False,False,False,False,False,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,884,,
10.3390/w15091768,2022,False,True,False,True,True,False,False,True,True,True,False,False,False,WATER,15,9,
10.3390/ijms24098243,2023,True,True,True,False,True,True,False,True,False,True,True,False,False,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,24,9,
10.1016/j.rsma.2023.102955,2023,False,True,False,False,False,False,False,False,False,True,True,True,False,REGIONAL STUDIES IN MARINE SCIENCE,62,,
10.3389/ftox.2023.1135081,2022,False,True,False,False,False,False,False,False,False,True,True,True,False,FRONTIERS IN TOXICOLOGY,5,,
10.3389/fenvs.2023.1203443,2023,False,False,True,False,True,False,False,False,True,False,True,False,False,FRONTIERS IN ENVIRONMENTAL SCIENCE,11,,
10.1007/s11356-023-26883-9,2023,False,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,,
10.1139/facets-2022-0108,2022,False,False,True,False,False,False,False,False,False,False,True,True,False,FACETS,8,,1
10.1016/j.marpolbul.2023.114959,2022,False,True,True,False,True,False,True,False,False,True,True,False,False,MARINE POLLUTION BULLETIN,191,,
10.1016/j.scitotenv.2023.163720,2023,False,True,True,True,False,False,True,False,True,False,True,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,884,,
10.1016/j.jhazmat.2023.131522,2022,False,False,False,True,False,False,True,False,True,True,True,False,False,JOURNAL OF HAZARDOUS MATERIALS,454,,
10.1016/j.hazadv.2023.100298,2022,True,True,False,True,True,False,False,False,True,False,True,False,False,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,10,,
10.1021/acsestwater.2c00382,2022,False,True,True,False,True,False,False,False,False,True,True,True,False,ACS ES&T WATER,3,5,1275
10.1016/j.rsma.2023.102964,2023,False,False,False,False,False,False,False,False,False,True,False,True,False,REGIONAL STUDIES IN MARINE SCIENCE,62,,
10.3389/fenvs.2023.1180872,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,FRONTIERS IN ENVIRONMENTAL SCIENCE,11,,
10.1002/imt2.101,2022,True,False,False,False,True,True,False,False,False,False,True,True,False,IMETA,2,2,
10.1016/j.scitotenv.2023.163678,2024,False,True,False,False,True,False,False,False,False,True,False,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,883,,
10.1007/s11270-023-06245-4,2023,False,True,True,False,True,False,False,False,False,True,True,True,False,WATER AIR AND SOIL POLLUTION,234,5,
10.1029/2023WR034653,2022,False,True,True,False,False,False,True,False,False,False,True,False,False,WATER RESOURCES RESEARCH,59,5,
10.1007/s00343-022-1309-9,2022,False,True,True,False,False,False,False,False,False,False,True,True,False,JOURNAL OF OCEANOLOGY AND LIMNOLOGY,41,3,1050
10.1029/2022JC018961,2023,False,False,False,False,False,False,False,False,False,True,True,False,False,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,128,5,
10.1021/acs.est.2c08873,2023,True,True,True,False,False,False,False,False,False,True,True,False,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,57,19,7503
10.1029/2022MS003484,2023,False,False,True,False,False,False,False,False,False,False,False,True,False,JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,15,5,
10.1007/s00227-023-04201-8,2023,False,False,True,True,False,False,False,False,True,True,True,False,False,MARINE BIOLOGY,170,5,
10.22438/jeb/44/3/MRN-5078,2022,True,True,False,True,False,False,False,False,False,True,True,True,False,JOURNAL OF ENVIRONMENTAL BIOLOGY,44,3,401
10.3389/fmars.2023.1175270,2022,False,True,True,False,True,False,False,False,False,True,True,True,False,FRONTIERS IN MARINE SCIENCE,10,,
10.1016/j.foodchem.2023.136153,2023,True,True,False,False,False,False,False,False,False,True,True,False,False,FOOD CHEMISTRY,422,,
10.1016/j.scitotenv.2023.163612,2022,False,True,False,False,True,False,False,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,884,,
10.1016/j.scitotenv.2023.163537,2022,False,True,False,False,False,False,True,False,False,True,False,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,883,,
10.3390/min13050627,2023,False,True,True,False,True,False,False,False,False,True,True,False,False,MINERALS,13,5,
10.1007/s11356-023-27185-w,2022,False,True,False,False,True,False,False,False,False,True,True,True,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,25,67854
10.1016/j.jenvman.2023.118014,2022,False,True,True,False,True,False,False,False,False,True,True,True,False,JOURNAL OF ENVIRONMENTAL MANAGEMENT,340,,
10.1016/j.matchemphys.2023.127813,2023,True,True,False,False,False,False,False,False,False,False,True,True,False,MATERIALS CHEMISTRY AND PHYSICS,303,,
10.1016/j.rsma.2023.102966,2022,False,True,True,False,False,False,False,False,False,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,62,,
10.1016/j.envpol.2023.121697,2022,True,False,False,True,True,False,True,True,True,False,True,False,False,ENVIRONMENTAL POLLUTION,329,,
10.1016/j.envpol.2023.121646,2023,True,True,True,False,False,False,False,False,False,True,False,False,False,ENVIRONMENTAL POLLUTION,329,,
10.1016/j.envres.2023.115922,2023,False,True,True,True,False,False,False,False,True,True,True,False,False,ENVIRONMENTAL RESEARCH,229,,
10.1016/j.marpolbul.2023.114949,2022,False,False,True,True,False,False,True,False,True,True,True,False,False,MARINE POLLUTION BULLETIN,191,,
10.1016/j.marpolbul.2023.114965,2022,True,False,True,False,False,False,False,False,False,False,True,True,False,MARINE POLLUTION BULLETIN,191,,
10.1016/j.scitotenv.2023.163295,2022,False,False,False,False,True,False,False,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.1016/j.scitotenv.2023.163679,2022,False,False,True,True,True,False,False,False,True,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.1007/s11356-023-27214-8,2022,True,False,True,False,False,False,False,False,False,True,False,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,25,67008
10.1016/j.chemosphere.2023.138572,2023,True,True,False,False,False,False,False,False,False,True,True,True,False,CHEMOSPHERE,330,,
10.1016/j.scitotenv.2023.163601,2023,True,True,False,False,True,True,True,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.3390/jmse11050925,2022,False,False,False,False,True,False,True,False,False,True,True,True,False,JOURNAL OF MARINE SCIENCE AND ENGINEERING,11,5,
10.3390/polym15092050,2022,True,True,False,False,False,False,False,False,False,False,True,True,False,POLYMERS,15,9,
10.1016/j.rsma.2023.102958,2022,False,False,True,False,False,False,False,False,False,True,True,False,False,REGIONAL STUDIES IN MARINE SCIENCE,62,,
10.1016/j.marpolbul.2023.114917,2022,False,False,False,False,True,True,True,False,False,True,False,False,False,MARINE POLLUTION BULLETIN,191,,
10.1016/j.scitotenv.2023.163608,2023,False,True,False,False,False,False,False,False,False,False,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.1016/j.cbpc.2023.109635,2022,True,False,True,True,False,False,True,True,True,True,True,True,False,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,269,,
10.3390/w15091660,2022,False,True,True,False,False,False,False,False,False,True,True,True,False,WATER,15,9,
10.3390/toxics11050406,2022,False,True,False,False,False,False,False,False,False,False,True,True,False,TOXICS,11,5,
10.3389/ftox.2023.1154538,2022,False,True,True,True,True,True,False,False,True,True,False,True,False,FRONTIERS IN TOXICOLOGY,5,,
10.3390/environments10050070,2022,True,False,False,False,False,False,True,False,False,True,True,True,False,ENVIRONMENTS,10,5,
10.1021/acs.jchemed.2c01078,2023,False,False,True,False,False,False,False,False,False,False,False,True,False,JOURNAL OF CHEMICAL EDUCATION,100,5,2067
10.1016/j.marenvres.2023.105992,2023,False,True,True,False,False,False,False,False,False,True,True,True,False,MARINE ENVIRONMENTAL RESEARCH,188,,
10.1007/s11356-023-27029-7,2023,False,True,False,False,False,False,False,False,False,False,True,False,False,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,24,64800
10.1016/j.algal.2023.103080,2022,False,False,True,False,False,False,False,False,False,True,True,False,False,ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,72,,
10.1016/j.scitotenv.2023.163093,2023,True,True,True,False,False,False,False,False,False,False,False,False,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.1016/j.scitotenv.2023.163597,2023,True,False,True,False,False,False,True,False,False,True,True,True,False,SCIENCE OF THE TOTAL ENVIRONMENT,882,,
10.1016/j.envpol.2023.121632,2022,False,False,True,True,False,True,True,False,True,True,True,True,False,ENVIRONMENTAL POLLUTION,328,,
10.1021/acs.biomac.3c00160,2022,False,True,False,False,True,False,False,False,False,True,True,True,False,BIOMACROMOLECULES,24,6,2721
10.1021/acs.est.2c08010,2023,True,False,True,True,False,False,True,False,True,True,True,True,False,ENVIRONMENTAL SCIENCE & TECHNOLOGY,57,17,6799
